"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","Vehicle_rep1","Vehicle_rep2"
"LRP1B",812,1082,496,344,1084,1139,1699,574,1267,661,1905,338,3631,1846,1048,967,362,1826,641,640,702,568,1697
"LRP2",23,300,81,625,3827,1053,1049,54,321,57,286,12,38,43,240,627,45,220,12,52,53,646,2264
"LRP2BP",280,497,163,173,415,370,1563,638,144,465,294,197,164,768,620,206,94,146,125,132,82,39,128
"LRP3",2600,6568,1593,5367,2688,4747,7246,3598,4689,2082,6137,5500,5438,2953,2945,1693,1033,3437,3914,2690,3735,1490,7430
"LRP4",1375,5234,1952,2114,5700,7400,3642,5763,3967,4759,4608,4101,5721,6693,3324,4501,2115,4076,5218,3292,1640,2701,10864
"LRP4-AS1",61,46,10,27,34,30,63,39,28,55,42,24,40,31,38,31,25,33,23,25,12,6,37
"LRP5",1033,1462,906,1541,1029,1282,4746,1736,3432,1134,2022,2231,5038,3247,1553,1696,664,3627,1598,1667,1450,1633,8178
"LRP5L",90,96,33,30,86,40,232,212,44,20,229,55,54,75,36,71,46,125,13,29,43,18,88
"LRP6",1378,2074,753,3045,2592,1849,4333,1513,3640,2138,2180,1091,2412,3194,2561,1437,390,1807,1059,1525,669,2107,5797
"LRP8",686,864,1678,916,1183,781,1361,905,555,938,3052,1030,2424,2394,2679,751,260,2246,903,605,868,2208,7334
"LRPAP1",4348,10382,10755,7964,4802,5673,6736,6394,5671,5937,4191,7038,6904,7442,4337,6001,2007,8284,5561,2711,7076,3387,16076
"LRPPRC",2819,10914,3597,6915,4402,7389,5179,3509,6438,4249,6280,4363,8110,10981,7049,4845,1529,6302,4514,6900,4363,3885,9618
"LRR1",681,672,210,942,208,590,482,479,324,164,537,622,620,295,531,143,202,417,358,646,333,253,619
"LRRC1",311,893,561,1326,961,876,1777,442,1157,694,1318,424,525,1132,748,502,140,493,703,296,369,266,774
"LRRC10",17,3,1,1,4,0,1,1,1,2,35,0,1,2,1,0,0,4,2,2,0,0,0
"LRRC10B",197,693,54,33,27,384,12,119,15,159,36,48,15,106,210,23,15,27,9,37,27,27,149
"LRRC14",1257,2773,1035,2138,1690,1629,3579,2156,2604,1426,3190,2430,2550,5121,1580,1098,553,1725,1117,1018,1686,947,3756
"LRRC14B",9,3,0,4,5,4,3,1,3,2,14,0,1,1,1,1,1,0,1,2,0,2,6
"LRRC15",24,25,561,65,34,23,15,21,19,112,21,3,40,24,82,19,0,47,16,102,30,111,300
"LRRC17",232,1315,252,1894,303,1570,231,1552,651,977,1110,2302,2213,1051,1434,554,259,142,796,390,717,849,2151
"LRRC18",4,39,30,126,2,20,0,18,1,50,3,7,0,20,6,4,0,7,2,1,1,1,1
"LRRC19",5,4,0,3,2,4,6,3,0,5,6,6,1,3,13,4,1,0,8,12,2,2,0
"LRRC2",67,129,144,67,322,79,23,1039,64,981,46,774,854,363,293,1772,285,231,125,42,1916,73,202
"LRRC2-AS1",1,0,0,0,1,2,0,1,0,6,0,3,1,5,0,1,0,0,1,1,5,0,0
"LRRC20",2339,2627,438,2158,773,2172,3170,714,1129,760,1307,1199,1201,1346,1046,607,219,631,598,799,615,745,2872
"LRRC23",1057,1869,818,1456,892,1125,694,1427,1571,1806,707,1346,546,2210,830,1154,280,621,574,697,1226,289,1101
"LRRC24",0,8,1,2,1,2,5,4,6,2,6,10,5,4,2,1,0,2,1,0,8,0,0
"LRRC25",59,993,1143,776,529,643,387,422,1366,912,128,822,248,396,547,1276,202,814,743,175,1191,1,4
"LRRC26",0,2,0,21,2,3,3,0,2,1,2,9,0,22,3,0,0,0,3,0,2,0,3
"LRRC27",1014,1499,248,721,427,1188,1079,1096,719,581,431,650,500,1017,466,573,184,399,358,384,383,535,2019
"LRRC28",590,648,625,575,623,878,1061,918,600,725,411,644,962,929,570,533,285,994,553,378,736,265,1007
"LRRC29",97,329,92,238,178,250,279,324,510,376,179,251,148,669,183,188,83,294,182,114,291,82,392
"LRRC3",79,55,56,51,134,51,37,11,27,36,9,38,26,28,60,57,11,54,17,13,22,112,454
"LRRC30",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRRC31",3,1,0,5,0,5,1,6,0,4,1,3,0,12,5,0,0,0,0,4,2,0,0
"LRRC32",526,1307,1330,1009,575,2442,965,763,372,680,1040,614,1554,905,2193,1794,763,1833,626,124,1203,7,65
"LRRC34",304,399,254,267,259,838,273,738,81,988,192,340,335,1011,379,60,90,353,193,306,586,67,165
"LRRC36",24,29,14,214,28,69,17,229,57,198,175,146,108,192,351,121,327,85,69,59,137,0,2
"LRRC37A",30,110,17,51,15,43,38,61,30,32,89,18,48,83,26,39,10,35,7,29,19,3,3
"LRRC37A11P",2,22,5,9,2,7,1,8,7,3,4,20,4,9,4,19,1,15,7,1,8,2,0
"LRRC37A2",59,111,148,144,95,345,301,259,299,73,55,89,187,841,254,146,54,234,80,161,130,57,147
"LRRC37A3",316,892,586,623,436,1057,1614,1307,497,683,265,526,590,1193,612,323,204,581,647,236,546,111,406
"LRRC37A4P",97,246,69,383,139,29,648,165,83,93,228,69,161,28,77,142,28,83,51,191,18,7,10
"LRRC37A5P",50,114,23,97,51,77,69,152,27,145,32,47,34,112,74,53,10,68,39,58,54,0,0
"LRRC37A6P",14,55,46,349,81,252,50,34,121,192,36,148,26,144,139,250,75,63,106,19,246,51,155
"LRRC37B",566,846,333,795,369,731,2215,611,986,308,617,486,570,440,731,406,142,524,186,356,275,176,487
"LRRC37BP1",529,953,469,671,518,681,997,839,1006,531,583,357,930,736,729,525,196,844,442,814,461,537,1362
"LRRC38",99,0,1,0,12,0,1,9,5,8,4,8,0,7,20,0,10,1,10,8,1,0,2
"LRRC39",65,209,54,256,128,359,177,92,96,108,83,44,39,148,131,197,43,62,10,61,50,5,14
"LRRC3B",130,1359,42,73,822,487,27,166,180,75,477,257,466,279,830,15,79,202,301,116,180,1503,3636
"LRRC3C",1,7,0,2,3,0,8,2,4,6,2,5,1,3,1,0,0,1,2,25,2,1,1
"LRRC4",949,1546,191,432,1470,1028,5790,1202,1966,855,3636,485,1041,546,2929,505,272,1705,606,209,309,668,2041
"LRRC40",1229,1139,565,1055,823,1435,948,772,984,981,994,657,1379,1063,1551,674,292,1029,1017,1174,795,894,1656
"LRRC41",2815,6705,3159,6209,3867,5515,4213,4596,6993,4724,4099,4152,6330,7876,4192,3409,1229,7010,5837,3987,5054,2624,10377
"LRRC42",1887,2657,1422,3537,874,1954,700,1209,1492,1148,1047,1088,2121,1413,1659,1154,307,2103,2532,1780,1188,975,3064
"LRRC43",23,96,48,46,111,126,24,284,16,88,19,102,49,423,27,100,27,70,79,39,143,33,123
"LRRC45",748,1906,514,1208,535,895,1740,1414,1134,653,955,980,895,2736,546,464,175,721,486,784,676,397,1994
"LRRC46",156,305,131,103,66,195,203,585,160,478,37,162,129,412,78,182,49,97,48,38,140,41,145
"LRRC47",1962,4524,2354,5055,3056,3349,5364,3436,4376,2556,4141,3426,4216,6904,3206,2319,919,4041,2474,1789,2342,1534,5565
"LRRC49",438,452,497,479,715,827,1509,1286,614,561,594,346,837,761,617,399,222,750,606,822,508,747,1567
"LRRC4B",2800,8397,845,4807,5040,5725,10623,6958,4506,2377,3572,4172,9053,8817,5479,2874,906,4939,4889,2707,3825,3723,17594
"LRRC4C",1997,480,501,194,1058,304,1317,247,1088,540,1092,368,669,1533,670,844,48,966,8,161,656,333,913
"LRRC52",1,8,0,2,2,1,0,4,0,2,0,2,0,425,3,0,3,0,0,0,1,0,2
"LRRC55",1600,981,432,1220,1601,1339,641,2461,2290,1742,672,2375,1980,3793,5424,891,353,1655,2136,555,4507,82,215
"LRRC56",72,248,53,63,59,84,99,242,116,124,87,103,127,597,71,65,83,170,59,78,118,96,475
"LRRC57",593,1264,1187,1546,889,1346,1312,1018,820,608,719,1119,1083,1265,1031,595,373,1111,1135,1635,397,509,1301
"LRRC58",1578,5085,2870,3855,3305,5710,4906,1905,3840,2380,2634,2609,4329,4880,2694,2508,635,2998,2971,4557,1869,1775,3489
"LRRC59",6935,11686,5731,7573,3766,7742,11068,4511,8009,4314,5227,5276,8016,7224,6318,3843,1542,7000,4921,6070,5518,2741,9260
"LRRC6",138,449,298,328,162,438,57,273,83,571,59,187,85,324,187,240,30,204,119,77,254,98,269
"LRRC61",1011,583,381,790,135,384,163,694,60,200,1054,1262,20,375,1188,106,160,918,233,134,213,104,490
"LRRC63",132,14,27,96,105,31,82,24,22,49,32,9,0,37,19,23,5,15,9,26,24,2,0
"LRRC66",111,106,60,100,2387,114,1012,139,42,78,53,21,50,301,50,19,50,45,37,28,25,19,42
"LRRC69",45,28,23,18,23,16,48,55,9,23,13,7,15,71,13,16,6,12,6,4,6,0,3
"LRRC7",182,60,22,97,591,156,104,47,362,92,841,48,37,422,263,81,61,81,84,115,38,35,74
"LRRC70",7,11,14,13,6,14,8,10,7,6,8,9,11,11,33,7,27,20,6,6,14,0,0
"LRRC71",24,12,47,17,13,23,63,80,11,239,13,35,8,48,26,15,13,12,5,2,5,0,3
"LRRC72",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"LRRC73",164,330,47,179,88,141,390,115,39,115,74,108,82,146,106,80,33,173,38,58,84,85,395
"LRRC75A",493,909,170,459,159,435,1076,506,230,270,240,620,517,942,347,537,96,266,266,363,196,361,1259
"LRRC75B",530,544,252,1021,361,501,2765,1134,485,218,548,241,526,856,336,445,224,516,109,112,382,132,604
"LRRC8A",3829,16500,7289,10552,5970,6839,9898,4381,24717,9743,7612,11546,10000,9734,4825,4934,3599,13554,14881,7598,7128,5795,24615
"LRRC8B",841,1716,745,1873,2944,2828,2490,536,2331,1567,1912,684,935,824,2233,1455,339,745,680,683,1394,487,1206
"LRRC8C",544,892,945,1495,962,1297,600,619,966,740,530,1210,653,749,1201,974,391,880,802,373,621,225,522
"LRRC8D",1883,3401,940,4080,4616,3561,1891,1704,3006,3168,2331,1789,2180,2617,3145,1906,610,2211,2868,1848,1221,1374,3079
"LRRC8E",1,4,4,3,4,2,5,3,2,3,1,1,5,10,2,11,0,12,9,18,105,178,725
"LRRC9",23,6,23,38,6,78,6,6,1,109,5,14,9,263,9,2,3,4,53,22,22,34,61
"LRRCC1",2126,4429,1506,1997,1439,4002,1872,1074,1256,744,899,2683,2007,2017,924,1621,291,1202,843,1363,1092,1300,1923
"LRRD1",4,3,8,8,9,4,14,19,23,12,15,5,4,36,16,4,0,5,6,4,5,2,0
"LRRFIP1",1460,2994,5404,2541,2378,3291,2776,2927,1734,2088,1904,1807,3582,2851,2384,3884,674,4996,1855,833,3006,1527,4752
"LRRFIP2",1090,2745,2399,3848,2131,3367,2275,2361,3478,2401,1901,1798,2630,2673,2050,2453,544,2418,1721,1521,1349,1077,2860
"LRRIQ1",19,54,181,8,55,321,11,74,9,145,64,18,1,64,21,2,2,19,3,4,17,70,115
"LRRIQ3",126,127,34,53,74,164,23,25,47,160,39,32,27,83,44,15,6,92,58,36,71,15,35
"LRRIQ4",6,4,5,12,4,9,1,12,1,12,6,2,3,21,1,0,1,2,2,6,8,0,2
"LRRK1",74,491,772,712,576,831,293,366,899,619,155,984,240,805,398,791,217,518,569,147,1012,8,21
"LRRK2",4969,429,1146,1192,1399,927,5683,1154,1058,1007,2656,445,1564,1081,1014,1200,429,956,367,318,727,17,21
"LRRN1",3426,3204,653,4308,2900,5806,3773,2799,7864,2694,9616,2799,9331,4710,7511,4147,396,1439,1891,1107,1270,3127,8683
"LRRN2",1457,3854,260,620,1252,2991,2655,1056,505,836,2808,125629,1349,4452,1692,1315,419,1770,451,421,1083,1235,5528
"LRRN3",899,3782,1870,324,2048,2416,2522,3680,1843,1981,4750,803,8191,4099,3829,2321,675,10669,3744,3221,2158,4280,7549
"LRRN4",54,6,1,21,5,5,14,2,16,6,4,4,3,5,2,0,1,1,0,2,2,0,6
"LRRN4CL",50,1197,1697,659,303,265,45,1103,1604,577,59,428,743,51,319,173,264,1053,179,300,1197,4,24
"LRRTM1",329,1529,71,187,447,952,497,88,1185,85,1977,169,36,144,841,87,30,71,28,56,44,5,12
"LRRTM2",638,1519,341,313,1437,779,6402,328,1743,466,1514,450,2797,257,1652,212,375,1032,612,673,628,1665,3709
"LRRTM3",841,633,10,107,426,774,2685,138,375,155,599,242,1752,282,924,292,157,262,100,191,336,44,94
"LRRTM4",890,93,41,63,217,35,811,72,1099,81,1092,192,6,800,661,23,76,235,10,35,15,64,143
"LRSAM1",1005,2102,755,1134,1225,1308,2436,1843,2193,1039,1579,1149,1362,1769,1353,683,426,1231,1054,1109,1168,925,4103
"LRTM1",0,1,2,1,3,1,0,14,2,1,0,2,2,4,1,0,0,3,1,0,1,0,0
"LRTM2",7,3,0,3,26,1,8,50,440,6,124,38,15,129,229,4,30,5,0,50,12,0,7
"LRTOMT",703,2102,791,909,749,1081,907,2093,1313,1845,820,912,580,2064,976,977,317,894,870,830,837,505,1489
"LRWD1",2143,5675,1834,4129,1364,3169,4113,3383,2014,2016,1942,3452,2842,4382,2217,1036,757,3078,1670,1423,1740,850,4081
"LSAMP",8699,6421,1447,2212,10384,3707,19632,4741,17037,7799,13751,4882,6004,9477,9429,7260,1923,5126,6043,7662,3253,1576,4008
"LSAMP-AS1",10,0,0,0,3,3,4,30,2,1,3,2,2,0,0,3,1,13,0,4,2,0,1
"LSG1",1893,3686,2177,2516,1708,3226,1518,3104,2660,2079,2526,2192,3296,7155,2588,1749,715,3796,2413,3641,1825,1019,3433
"LSM1",1204,1509,938,1088,782,1108,902,1145,1196,997,1157,1109,1280,769,1476,926,518,1692,581,512,895,925,2484
"LSM10",2057,4181,1608,2033,1091,1700,1000,2167,2091,2137,1322,2088,2391,972,2113,1322,860,2907,1536,1046,1844,748,2960
"LSM11",461,383,306,592,371,407,701,261,258,148,438,318,443,450,419,198,98,340,274,469,163,114,297
"LSM12",498,1085,586,838,422,711,822,492,816,405,310,498,763,507,626,435,164,761,566,923,429,130,235
"LSM14A",3342,6837,4668,6232,6065,7057,6913,6832,7577,4131,7054,5012,12031,6069,5497,4471,2000,5955,6493,9121,3864,3559,7916
"LSM14B",2184,3302,1816,2881,2610,3315,3617,3532,3139,1414,5353,2459,3495,4000,2806,1933,495,2629,2369,3741,2099,1590,5827
"LSM2",2702,2821,1484,2419,1186,2136,2501,3195,3841,1964,2276,3087,2417,1985,2752,1268,919,2547,1459,1714,1972,999,3073
"LSM3",1979,2331,1540,2268,1966,2302,2262,2676,3600,2312,2430,2590,2484,2249,3245,1444,978,3375,1944,2106,1822,948,2279
"LSM4",5114,7370,3489,5848,2918,4134,7899,5730,9504,4110,8032,6574,5867,5825,5326,2547,1852,5089,3177,2551,5771,2055,8009
"LSM5",1615,3663,1445,3300,1547,3135,2291,2629,2105,2069,2545,2178,3019,2900,3125,1290,811,3330,1833,2340,1914,717,1115
"LSM6",606,484,557,769,520,447,458,630,518,514,543,498,736,689,804,682,228,1155,479,318,514,227,675
"LSM7",4357,2768,1141,1319,1121,1592,5304,4960,6328,1954,5358,2932,3785,1645,2945,1219,1444,3205,1485,1874,2678,896,3698
"LSM8",861,2000,855,1488,691,1798,1790,1187,1219,875,1098,1116,1130,1885,1082,713,276,1478,515,952,702,890,1565
"LSMEM1",50,210,42,162,83,227,98,105,37,46,82,81,42,148,69,59,42,86,16,80,40,5,10
"LSMEM2",5,16,7,35,39,30,32,42,100,25,32,13,6,19,17,12,7,9,11,17,2,0,5
"LSP1",270,2226,3632,1612,3724,2512,2180,1806,563,2567,542,1114,1498,1205,741,1135,391,942,2531,640,1762,0,3
"LSP1P3",1,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1
"LSR",133,219,119,620,363,658,315,687,1514,244,385,908,84,575,515,310,262,357,318,83,315,44,211
"LSS",3209,6458,1934,6572,6788,5640,4850,6029,3247,3245,3828,2634,4737,5317,3384,4156,1050,9817,3671,2474,4594,3133,12937
"LST1",188,650,639,805,686,597,219,1304,1605,1105,197,1693,368,737,823,1083,628,1047,751,123,1474,0,4
"LTA",13,18,6,20,8,17,28,27,31,18,27,23,6,39,26,10,9,5,11,11,12,0,3
"LTA4H",2185,4063,2588,4239,2360,3070,3275,2351,3229,2420,2888,2975,3207,2138,2671,3700,739,4427,3212,2101,2256,2425,6639
"LTB",35,93,22,44,38,12,31,106,69,51,25,259,20,117,68,45,22,45,31,17,89,0,4
"LTB4R",140,291,305,402,251,423,539,663,315,378,192,222,171,2224,398,372,134,302,163,1195,288,17,67
"LTB4R2",30,43,34,59,44,92,111,66,36,60,57,40,44,536,75,64,33,42,24,156,50,5,13
"LTBP1",292,11750,11715,4913,2295,9232,578,3367,368,4059,864,2228,6681,8765,1609,1862,909,2401,9886,1618,1053,6246,22077
"LTBP2",322,752,14156,490,715,1459,737,637,684,2088,291,1394,996,728,657,1129,226,2964,4242,855,2473,6091,24911
"LTBP3",6839,18461,24818,8659,8816,13552,11622,19005,20620,14027,7341,12860,18858,35988,6233,10808,5159,28071,24644,11079,16742,9288,49644
"LTBP4",1980,1243,2122,4288,1605,5003,8900,13503,6894,3307,1860,3129,9730,3259,3129,1351,3415,3109,2416,1812,7211,936,5085
"LTBR",548,1460,1895,1052,1173,2481,462,692,1310,941,348,1477,3290,2648,861,2367,549,1881,1543,242,1648,22,149
"LTC4S",2,2,0,12,1,4,7,15,4,3,3,2,0,9,1,2,0,6,2,0,1,8,25
"LTF",731,342,12582,630,49590,13623,313,2947,840,7043,292,78965,362,1359,5811,85414,6254,924,33676,2990,321925,120,344
"LTK",15,15,59,13,77,24,33,132,24,41,13,20,247,27,21,29,22,172,12,27,73,42,196
"LTN1",1052,1606,919,2032,1536,1702,2494,1033,819,877,1248,866,1650,2463,1750,1075,378,1205,1129,2662,865,975,1906
"LTV1",509,1009,1102,880,727,1070,1127,822,656,521,797,611,656,1105,878,352,276,995,629,417,669,510,1418
"LUC7L",1387,1910,1028,1648,1769,1864,6197,7460,2290,1931,3962,1217,2090,7275,3583,1840,1554,2680,619,1704,1322,974,2978
"LUC7L2",1271,3810,2184,2939,2620,3528,4959,3025,2443,1628,2523,2498,3263,5356,2320,1617,803,2662,1904,2716,1390,339,1230
"LUC7L3",2798,3553,4120,3830,5087,4948,15644,11782,3893,4144,5102,2700,4456,9674,5269,4643,1637,5419,1782,4091,2010,1997,4471
"LUCAT1",18,44,305,29,60,13,41,31,7,37,23,27,9,25,64,62,4,76,10,47,110,6,16
"LUM",478,227,11077,430,262,948,188,722,482,2207,163,300,898,176,1836,1504,421,1826,560,91,2713,133,193
"LURAP1",122,155,104,224,167,105,165,109,108,85,69,146,76,136,110,114,41,167,50,63,95,44,131
"LURAP1L",34,226,261,60,851,295,70,247,139,109,206,69,191,253,317,250,94,118,160,60,156,27,108
"LUZP1",621,1632,1876,2391,1203,1773,1075,1031,1250,1642,774,1119,3076,2347,1455,2011,471,4280,1437,593,1683,1325,4425
"LUZP2",1351,174,27,139,963,134,43,3983,7298,2076,152,79,263,911,2676,947,107,259,1967,4995,55,10,13
"LUZP4",0,0,0,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"LXN",249,147,278,301,118,200,56,650,169,236,295,326,496,354,878,514,576,653,292,96,370,135,312
"LY6D",0,2,2,3,1,0,0,0,0,0,0,4,0,4,2,0,1,0,0,0,0,0,0
"LY6E",1272,6367,7039,13777,2424,2202,3424,1479,10640,2724,3875,13720,2708,6110,2101,2331,708,13579,1568,1058,4252,987,4506
"LY6G5B",56,186,99,162,150,135,681,572,119,157,243,106,119,814,217,160,165,137,45,359,61,26,47
"LY6G5C",58,136,129,216,206,240,241,758,227,205,144,273,312,334,315,169,173,276,147,130,169,30,114
"LY6G6C",5,11,7,8,4,8,9,16,3,4,3,2,4,14,17,2,1,11,2,4,0,2,6
"LY6G6D",0,1,1,9,0,0,0,15,1,10,1,2,2,32,0,0,0,4,0,0,0,0,0
"LY6G6E",0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"LY6G6F",3,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,3,0,0,1,0,0
"LY6H",201,144,47,60,460,57,19,115,191,425,564,492,29,1059,1085,130,195,359,50,106,303,387,1640
"LY6K",20,1,3,13,7,6,7,6,26,12,4,6,1,39,6,9,3,4,4,0,12,0,2
"LY75",136,81,769,163,136,190,82,233,281,357,35,235,58,150,139,341,84,94,161,17,211,1,0
"LY75-CD302",3,2,2,0,1,1,0,0,0,2,0,0,0,0,0,3,0,1,0,1,0,0,0
"LY86",113,906,1538,1283,710,1113,220,829,1532,1209,298,1537,334,575,1168,1171,811,1172,759,122,1593,0,0
"LY86-AS1",9,2,20,3,25,7,3,5,6,6,10,11,3,71,117,6,18,11,4,29,15,0,0
"LY9",11,45,4,25,30,13,7,14,6,36,10,45,13,12,11,28,8,18,15,5,14,0,0
"LY96",203,476,775,542,344,263,62,320,526,890,116,452,172,175,409,828,216,2680,227,158,1018,11,12
"LYAR",490,742,892,726,524,729,780,527,883,369,784,336,751,463,747,341,148,454,490,355,331,205,560
"LYG1",63,41,16,40,25,28,55,99,50,44,56,22,20,116,88,40,28,37,5,25,22,6,17
"LYG2",5,4,4,10,9,6,12,8,5,12,8,7,4,8,9,10,2,3,0,0,7,0,0
"LYL1",87,338,342,454,218,406,128,429,843,597,143,646,127,414,469,393,297,423,222,59,449,2,14
"LYN",584,2481,2560,2697,1936,2536,1059,1695,3121,2168,766,4298,3057,1571,2426,3400,829,2562,2152,492,3289,169,488
"LYNX1",310,5645,6614,3395,3231,2464,1564,1752,1207,3319,1633,4619,1957,10465,1831,1804,590,2910,1789,956,3430,1211,5047
"LYPD1",1261,3506,3557,639,627,666,1610,2176,621,2467,1015,1005,1973,928,2897,2609,545,2482,1332,607,3343,1354,5134
"LYPD2",1,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
"LYPD3",7,30,50,26,30,14,8,14,16,91,12,25,17,26,81,48,11,9,54,12,59,12,41
"LYPD4",0,2,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"LYPD5",170,74,337,279,334,145,57,69,644,479,56,245,230,198,429,187,139,116,191,210,390,38,102
"LYPD6",391,4632,371,1291,222,1690,268,266,353,694,741,1495,552,1397,719,912,279,441,1142,822,252,497,1303
"LYPD6B",16,5,6,3,15,7,0,1,4,4,75,311,2,5,68,10,10,3,9,10,5,4,6
"LYPD8",4,1,1,1,2,0,0,1,0,1,16,6,1,55,18,2,0,2,0,6,1,0,0
"LYPLA1",3339,3582,1942,2242,1450,2999,2149,2223,2181,2534,2221,3949,3497,1807,3185,3326,1534,7036,1600,1743,3562,890,2003
"LYPLA2",1461,3229,2314,2383,1407,1788,2182,1965,2320,1507,2141,1665,2147,1498,1843,1448,531,3134,1445,597,1590,1214,5099
"LYPLA2P2",3,13,3,7,2,6,6,2,8,6,12,6,13,4,3,2,1,12,1,3,8,0,5
"LYPLAL1",748,1936,823,1259,967,1027,769,1187,1310,1509,1094,1156,816,1585,1321,828,331,1512,450,1039,1123,389,698
"LYPLAL1-AS1",34,2,2,1,1,3,4,4,8,3,1,5,2,4,3,1,0,29,5,2,11,4,14
"LYRM1",1640,1558,1124,1411,999,1091,1363,1553,1254,1159,974,1756,933,1427,1620,1146,509,1324,627,1492,1199,579,1170
"LYRM2",1767,4398,2540,2821,2665,2954,2661,2488,2168,2160,1958,2157,1478,3737,3117,1718,738,2683,2430,1440,2481,1829,4018
"LYRM4",1063,1855,1132,915,988,1108,1679,1542,2727,1159,1385,1382,1979,766,1590,1061,626,1935,902,1250,1364,637,2183
"LYRM7",2206,1686,835,1581,2054,1513,2272,1389,1708,1815,2104,1422,1708,2585,3209,1601,653,1089,1312,1550,985,597,1031
"LYRM9",451,637,286,526,679,423,710,917,855,1140,288,795,403,982,582,421,270,878,257,365,662,221,652
"LYSMD1",680,600,412,567,704,509,758,593,981,427,1185,468,679,800,872,414,177,639,384,756,391,359,894
"LYSMD2",535,226,578,511,428,381,304,672,782,452,364,532,583,408,521,332,377,911,340,389,380,91,165
"LYSMD3",887,853,1142,1202,989,1012,938,594,1305,586,749,671,925,736,1213,895,324,1060,952,1188,851,554,977
"LYSMD4",118,356,235,324,383,431,583,817,117,280,239,213,354,683,336,322,129,398,160,221,251,115,443
"LYST",811,7819,882,2442,1648,2339,1334,3021,2188,1812,1290,1055,3239,2503,1389,4247,498,1403,459,1154,1755,994,2288
"LYVE1",107,61,2958,56,1008,133,277,87,69,813,91,59,70,69,146,1658,24,916,976,215,572,0,0
"LYZ",338,1954,4344,1405,1756,879,658,1177,382,6844,192,2605,846,727,2307,6163,200,2634,2154,248,2895,0,2
"LYZL1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"LYZL2",0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"LYZL4",2,1,2,0,2,0,2,2,2,2,0,2,0,9,1,5,0,0,0,0,1,0,0
"LYZL6",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LZIC",1532,2377,904,1699,1507,1979,1928,1222,1766,1549,1413,1281,1902,979,2596,1570,475,1072,1240,990,1261,746,1534
"LZTFL1",558,1528,985,1376,1029,1768,1202,1359,1135,2006,893,1028,1215,1375,1574,1300,363,1315,1156,1969,1293,983,1851
"LZTR1",1693,3723,1387,1993,2308,2854,5588,5005,3581,1805,2443,2292,3499,4371,1952,3160,1121,3388,1341,1464,3093,1271,5158
"LZTS1",1496,28801,4596,1249,1262,5366,2869,1009,543,862,3337,3287,6839,793,2014,1182,1053,12774,1821,1103,2465,3043,11571
"LZTS1-AS1",0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0
"LZTS2",1570,8755,1446,4891,4172,4225,4885,2687,3816,1398,1905,2315,2521,2953,1851,1827,647,2700,1668,1679,1547,1433,6775
"LZTS3",784,3177,1396,1546,1667,1436,1677,7344,3105,1941,2311,1003,2627,2439,2996,2186,548,1155,1707,1207,2513,588,2518
"M1AP",9,41,40,71,35,87,88,55,88,155,21,235,21,48,45,129,58,56,36,10,42,0,4
"M6PR",2167,8193,3073,6916,2760,4673,2665,1829,4068,2729,2333,3091,2964,2868,3644,3609,892,5104,2847,4257,2989,2031,5794
"MAB21L1",9,125,75,439,85,49,27,139,61,138,32,48,436,63,40,69,75,445,88,171,141,5,26
"MAB21L2",3,401,58,8,8,1,3,331,2,26,12,5,761,13,0,32,432,10,102,23,1,25,42
"MAB21L3",8,0,2,1,4,5,4,1,0,1,0,0,0,17,1,4,0,0,0,0,2,0,0
"MACC1",19,238,40,156,48,157,30,58,27,73,25,88,32,310,76,59,11,70,79,26,35,0,0
"MACC1-AS1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"MACF1",7327,15921,13318,12800,15653,15373,10002,12467,10944,7189,8435,6249,24624,18511,8280,12462,2878,22936,16693,11307,8521,13156,50776
"MACROD1",432,754,114,472,466,357,1042,735,1028,573,988,731,691,492,406,309,277,554,351,352,460,229,1218
"MACROD2",371,73,179,264,148,198,69,110,305,416,73,236,17,106,106,125,21,117,26,19,119,154,297
"MACROD2-AS1",2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MACROD2-IT1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAD1L1",1102,3520,1101,1552,1548,1820,2194,1631,2944,1083,1883,2270,2604,1177,1263,888,366,1869,1279,927,1447,634,3133
